full_text,labels,langauge,post type,abusive word,idiomatic express,Source
Don Allah ina neman wani daga Birnin Gwari.,neutral,Hausa,social,,,Facebook
Akoi banbanci tsakanin zan sayar da NNPC ma abokai na da kuma na mayar da NNPC kamfani mallakin gomnati.Kar ku bari yan PDP su ruda ku.,Neutral,Hausa,political,,,Facebook
"NNPC da aka guji Atiku don kada ya siyar da ita, ga shi nan Buhari ya miƙa wa ƴan kasuwa ita. An gudu ba a tsira ba.",positive,Hausa,political,,,Facebook
"Bata da Masoyi/makiyi na har abada, kasuwar bukata ce! Komai zai iya faruwa, a cigaba da Tafiya kawai😂",Neutral,Hausa,political,,,Facebook
Ban da abin Mallam Ashiru Iro yau fa Baba ya saka kamfanin NNPC a kasuwa sai ya sauka za a siyar. Saboda dabara sai ya saka kamfanin a store wai sai 2024 don kada a ce shi ya siyar. To mun gane wayon. 😂,positive,Engausa,political,,,Facebook
"Na lura Buhari yana son zuwa taro, rebranding logo NNPC shima ace sai an hada taro haka, aci Rice yar Thailand da Bigi Cola. 😟",Neutral,Engausa,political,,,Facebook
Haryanzu bani da labarin wanda ya lashe zaben jihar Osun domin banji labari daga INEC a Hukumance ba ~Cewar Shugaban APC Abdullahi adamu.,Neutral,Hausa,political,,,Facebook
ZANCI GABA DA AMFANI DA CALCULATOR WAJEN RIRITA DUKIYAR YAN JIGAWA INJI DANTAKARAR GWAMNA NA JAM'IYYAR APC UMAR NAMADI DANMODI.,neutral,Engausa,political,,,Facebook
Wannan gwabnatin mai zuwa 2023 ta matasa ce duk wani tsoho👳mai neman mukami yaja baya.,positive,Hausa,political,,,Facebook
"Allah Ka raba mu da mutane masu fuska iri biyu, suyi magana a nan, su karyata kansu a chan.",positive,Hausa,social,,,Facebook
yan-uwa mungode da addu'o' inku Allah yabar zamunci,neutral,Hausa,social,,,Facebook
KA KITAWA UWARKA IDO🙄,Negative,Hausa,social,uwarka,,Facebook
"Duk Wanda yake ganin cewa wannan abar alkairi ce ga al'ummar jihar Jigawa to tabbas ba me kaunar cigaban matasa bane,ba me kaunar cigaban jihar Jigawa bane, ba me kaunar yan siyasa bane musamman ma kananan yan siyasa.",positive,Hausa,political,,,Facebook
Idan har pi network zai fito da irin wannan farashin to zan iya bawa bankin duniya rancen kudi 🤣🤣🤣🤣,Neutral,Engausa,business,,,Facebook
Buhari ya gama aikin sa ya shiga aikin Atiku Gadan-Gadan😂,Neutral,Hausa,political,,,Facebook
"Abin da ya faru ga NNPC yau kamar mutum ne ya shirya kayansa tsaf don tafiya kasuwa ya siyar. A cewar Mele Kyari, nan da baɗi za su isa kasuwar zuba hannnun jari, a buga wa NNPC karararrawa.",Neutral,Hausa,political,,,Facebook
Akwai ƴan wiwi miliyan sha-daya (11million) a Najeriya_NDLEA,positive,Engausa,social,,,Facebook
"Kayan marmari, Abun shan yan Aljannah",Neutral,Hausa,social,,,Facebook
Wato a takaice dai shugaba Manjo ya gama mulkinsa be sani ba har ya shiga na Atiku Allah ya bawa Manjo lafiya,Neutral,Hausa,political,,,Facebook
Kar nake kallon kowa. Ehe!,Neutral,Hausa,social,,,Facebook
"Ruwan sama rahma ce gada Allah, Allah ka bamu damuna mai albarka",positive,Hausa,social,,,Facebook
"A hankalce babu wanda zai so ace ya so wanda baya son shi, amma kuma ita ƙaddara ba ta tsallake ma su hankali shiyasa wasu da hankalinsu amma sai su faɗa son wanda baya son su. Abun burgewar kawai shi ne, duk jarabawar da haƙuri da yarda da Allah Ya biyo bayan ta, to sakamako mai kyau ne ƙarshen ta.",positive,Hausa,social,,,Facebook
"Billahi, burodi bugun ƙato is underrated! Na samu wani nan, da na tauna, sai da na waiga, na karanta ledar",neutral,Engausa,social,,,Facebook
"Tabbas #ATIKU_ABUBAKAR masani ne kan tattalin arzikin qasa. Abunda #Wazirin_Adamawa yahango sama da shekara hudu(4), sai yau Baba yafahimta. Allah karabamu da wannan tsohon lafiya.",positive,Hausa,political,,,Facebook
"Saura na ji ""pim....."" na sa Takwara ya hada da Kewaye",neutral,Hausa,social,,,Facebook
Muhammad Najeeb Aliyu. Allah yaraya bisa sunnah,neutral,Hausa,social,,,Facebook
MUTANE DA DAMA BASA NEMAN GASKIA KLLUM DAI SUNA SON SAMUN TABBACI DA KUMA GOYON BAYAN CEWA KARYAR DA SUKA GINU AKANTA GASKIA CE! ALLAH YA SHIRYA MU.AMEEN!,positive,Hausa,social,,,Facebook
Dan kutumar Uba jaki Dan jaka shege tsinanne matsiyaci Dan wahala jahili fajiri azzalumi annamimi shege Dan wutar jahannama Allah ubangiji ya hanaka jin dadin rayuwar lahira dama Duniyar ka gama da ita shine makashin hanifa Allah ya tsine maka Albarka,Negative,Hausa,social,"dan kutumar uba,  dan jaka, shege, tsinane",,Facebook
Aiki ga mai ƙare ka -- Abba ya sha alwashin sai ya karaɗe duk jihohin Najeriya don fadakar da mutane muhimmancin yin rijistar zabe 😲😲,neutral,Hausa,political,,,Facebook
Ƴan bindiga sun harbe faston cocin katolika da suka sace a Kaduna,neutral,Hausa,security,,,Facebook
"Zaɓen gwamnan Osun na 2022 ya zo da darussa da dama, ciki har da waɗanda ‘yan Najeriya kansu za su koya. Me kuka koya daga zaben? 🤔🤔",neutral,Hausa,political,,,Facebook
Fardhosa yarinya ce ƴar shekara 13 amma ba ta taɓa cin abinci ta koshi ba saboda matsalar fari da ƙasarsu ke fuskanta.,neutral,Hausa,social,,,Facebook
"Bayern Munich ta kammala daukar mai tsaron baya, Matthijs de Ligt daga Juventus.",Neutral,Engausa,sport,,,Facebook
Manchester United ta casa Crystal Palace da ci 3-1 a wasan sada zumunta a shirin tunkarar kakar bana da suka kara a Amurka ranar Talata.,Neutral,Engausa,sport,,,Facebook
"Yana da mata mai suna Françoise, wadda ya haifi ƴaƴa mata huɗu da ita, babbar cikinsu ita ce Rakiya Kaffa Jackou, wadda ta taba rike mukamin Minista a Jamhuriyar Nijar.",neutral,Engausa,social,,,Facebook
Shugaban jam'iyyar APC Abdullahi Adamu ya ce rikicin cikin gidan jam'iyyar ne ya sa suka fadi zabe a jihar Osun.,neutral,Hausa,political,,,Facebook
Ta tabbata cewar Kano Pillars ta fadi daga gasar Firimiyar Najeriya bana a karo na uku a tarihin kungiyar.,Neutral,Engausa,sport,,,Facebook
"Gyaran FM Hadejia shine asalin kasuwar biyan buƙata. Yo in ba haka ba, me yasa tun kafin a fito takara ba a gyara ba?",positive,Hausa,political,,,Facebook
"KUNGA YAR ASARA
Wannan itace Debora yakubu itace tayi batanci ga annabi ta zagi manzon Allah fiyeyyen halitta Annabi Muhammad (S.A.W).
Yar kutumar buro uba Tun daga duniya ta fara ganin sakamako..munafuka wallahi baki kone ba wannan ma nafilane..DUK WANDA ZAGI ANNABI BA DAGA KAFA ........
naji wadansu shuwagabaninmu marasa kunya suna cewa Allah wadai

YA ALLAH DUK WANDA BAI JI DADIN HUKUNCIN DA AKAYI WA DEBORA BA YA ALLAH KA DAURA MAI TALAUCI MAI TSANANI
YA ALLAH KA WULAKANTASHI 
alfarmar Annabinka MAI RAHMA",Negative,Hausa,religious,yar kutumar buro uba,,Facebook
"Jama'a ku daina cewa ""Baba Buhari ya sayar da NNPC"", wannan maganar ba haka take ba.",positive,Hausa,political,,,Facebook
"Aunty Hafsatu Aminu dafatan an dawo lafiya, Allah ya karbi ibada Amin 🤲",Neutral,Hausa,social,,,Facebook
Abinda Yan Bid'ah Sukeyi a Aikin Hajji Izgilanci ne Ga Addini da Tozarta Kasar Musulunci.,Neutral,Hausa,religious,,,Facebook
"Ka kiyaye mutuncinka. Kada ka ci mutuncin wani karka yarda aci naka. Karka wulakanta wani karka yarda a wulakantaka. Karka yima wani sharri, ko hassada, ko kiyayya, ko mugunta, Allah zai kareka daga masu nufinka da haka.",positive,Hausa,social,,,Facebook
"Gashi halau ya kara farashin man fetur,Amma kunsan Da ba shi ke mulki ba aka samu ƙara farashin mai din nan da tunu yana nan ya ishe mu da kuka yana cewa ana cutar Talaka a Nigeria 😨.",positive,Hausa,political,,,Facebook
"Hoto na farko, gidan Atiku a Dubai, shiyasa ko sallah na bana ya tsere yayi a chan, hoto na biyu garin Adamawa kenan garin Atiku... wannan gidan da ya shirga a a Dubai kila ko an zabe shi chan zai rinka tserewa😁",neutral,Hausa,political,,,Facebook
"Ni fa yasin ko ɓaci raina yayi in naji an ambaci ""Khadija"" sai in samu ""Aɗɗumaninatun"" In ke ba Khadija bace toh...!",neutral,Hausa,political,,,Facebook
Shifa musulunchi dadi ne da ita Allah Ka Kara mana Eimani da tsoron Allah Allah Ka Kara wa annabi daraja❤️,positive,Hausa,religious,,,Facebook
Ai nadauka najeriyar Manjo ya saida! Sai anemi yafiyar Atiku ai.,neutral,Hausa,political,,,Facebook
"Da Dumi Duminsa: Da yiyuwar INEC zata daure Ahmad Lawal, Tambuwal da kuma Akpabio na tsawon shekaru biyu",positive,Hausa,political,,,Facebook
sai kaga mutum kamar mutumin kirki kana shiga facebook dinsa zaka tabbatar dan kutumar uba ne,negative,Hausa,social,dan kutumar uba,,Facebook
Allah ya jikan kawu 'mamman' ya sa aljannah fiddausi makoma. Amen,positive,Hausa,social,,,Facebook
"Kawai Ku hakura mun fada muku ba wani zama da zaa sakeyi, kuzo a cigaba da tafiya a haka.",Neutral,Hausa,political,,,Facebook
"Duk wanda yace maka Buhari ya siyar da NNPC, ka tambaye shi ya fada maka waye ya siye ta? Idan ya'isa ya baka ansa. Kame kame kawai zaiyi maka.",positive,Hausa,political,,,Facebook
"Ahmed Awaisu, Nagode!",neutral,Hausa,social,,,Facebook
"Sai kaga mutun yana ta sukar Atiku a 2019 kan yayi furucin zai sayar da NNPC, yau kuma kagan shi yana kare Buhari akan yin hakan.",positive,Hausa,political,,,Facebook
"Su fah masu suna ""Murtala"" akwaisu da kirki, mutunci, daraja, karamci, ihsani, biyayya, fadin gaskiya, rikon Amana, taimako, kulawa, kyauta, da kuma sanin ya kamata.....Hakan yasa akewa wani lakabi da dan Aljannah 😻🙌🏻😁💃🏻💥🔥🔥",Neutral,Hausa,social,,,Facebook
"Da alama gwabnatin nan ta gama aikinta kakaf ta shiga aikin Atiku Abubakar, saura Federal universities Da federal Medical Center.",Neutral,Engausa,political,,,Facebook
Tunda dai NNPC a ka sayar ba NNPP ba ai da sauƙi. Dama ba inda talaka ke amfanarta. Kawai dai Allah ya isan Atiku!,Neutral,Hausa,political,,,Facebook
AJAWA political MARADONA NE A SIYASAR JIGAWA INJI ABDUL MAI RICE.,Neutral,Engausa,political,,,Facebook
Banda Wasu Mutanen Mu Gidadawa Ne Ae Har Idan Ba Zaka Yiwa Malam Buhari Kura Addu'ar Fatan Alheri Bah Toh Indai Kai Mai Hankali Ne Ba Zaka Zagesa Koh Ka Aibata Sa Ba. Yacce Kake Da Self Interest A Kwankwasiyya Haka Kowa Yake Da Nasa Interest Din. Toh Matsalar Akwai Kutumar Uba A Cikin Kwankwasiyya Wadanda Koh Sisin Su Basa Iya Kashewa Kwankwasiyya Yana Kwance A Gida Daga Yaji Ance Wane Ya Bar Kwankwasiyya Sai Ya Fara Zaginsa. Sanadiyar Kwankwasiyya Malam Ya Rasa Aikinsa Sannan Ya Bautawa Tsarin Da Dukiyarsa Da Lokacinsa Da Lafiyarsa. Amma Da Yake Akwae Shanu A Kwankwasiyya Basa Fahimtawa. Sai Kace An Fadamusu Addini Akeyi. Ka Yadda Koh Karka Yadda Ba Ayiwa Malam Adalci Bah. Idan Kuma Kaji Haushi Uwakka...,Negative,Engausa,political,kutumar uuba,,Facebook
"Komai Normal Ne, Ko me akayi Normal Ne, idan ma baayi ba Normal Ne...",Neutral,Engausa,social,,,Facebook
"Jama ar, Hadejia, Auyo Da Kafin Hausa Karku Zabi Kamfani Auyo Dan Bashida Kyawawan Manufofi Garemu",positive,Hausa,political,,,Facebook
Idan dan masarautar Hadejia bai zabi Dr. Nuruddeen Muhammad wa zai zaba?,neutral,Hausa,political,,,Facebook
Buhari ya kafa tarihi,neutral,Hausa,political,,,Facebook
Mutane Nagari kullum Kyakkyawan zato na binsu.,positive,Hausa,political,,,Facebook
Atiku bai siyar da NNPC ba Allah ka iya mana.,neutral,Hausa,political,,,Facebook
"Ka yi haƙuri da tsananin da kake fuskanta na wahalhalun rayuwa. Idan ka yi hakuri ka bi Allah da gaske, aljanna ce makomarka.",positive,Hausa,religious ,,,Facebook
"Ba NNPC ba , Yasin Baba Buhari ko gidanmu zai cefanar ina tare dashi dari-bisa-dari.",Neutral,Hausa,political,,,Facebook
"Assalam alaikum
Pls hide my ID
Nayi aure irin na soyayya Amma ko sati Daya bamu Yi ba ta fara min shegantaka. duk wani abin anfanin gida na kawo Amma sai in dawo gida ba abinci wai tayi baqi ta Basu, maman ta ta fara sintiri gidan mu, a wata sai tazo sau 5 sau 7 daga sannan sai tsiya ta karu. Ince ayi Abu taki Yi, in Hana ta Abu tayi idan nayi magana tace maman ta ce tace haka za'ai. Raina ya fara Baci sosai, watarana na dawo da daddare na zaunar da ita nake mata magana Akan nine mijinta Kuma ni kadai nake da iKon Sata ko Hana ta. kawai sai ta kama masifa wai Dan me zance kar tayi abinda maman ta tace, gari na wayewa wai zata tafi gida nace ga hanya Nan,ta wuce ta tafi. Sai bayan kwana 3 sai yayan ta ya Kira ni wai ya banzo ba nace ai ni bama na gari Kuma ai sune ya kamata su neme ni, nace bazai yiwu Ina auren yarinya Ina bata ci, Sha ,sutura, magani, wajen zama Kuma ace daga gida zata dinga karbar umarni, tayi kadan. Akai ta bani hakuri har da iyaye na da Yan uwa na , na hakura ta koma .
Ba dadewa ta Dora daga inda ta tsaya, ta dinga bincika min waya, a takaice ce sai da na sake ta sannan hankalin ta ya tashi , ita da uwar duk suka gigice ni Kuma nace wallahi bazan Maida ta ba.
Ina so in ja hankalin iyaye mata idan kuka aurar da yayan ku mata Dan Allah ku dinga kyale su ku Daina kashe musu aure, wasu matan Basu da hankalin da zasu banbance hakkin miji da kyautata ma iyaye.
Nagode",positive,Engausa,social,,,Facebook
SLM matan sirri dan allah kufada mata koda matsala sbd gaskiya ni bansani ba shine nace zan tambayar mata wata kawata ce dazu take fadamin wai dan allah idan oga yana shan kirjin mace hakan zai iya haifar mata da matsala ne ko kuma babu damuwa wai wlh ita abun yayi yawa yana yawan shamata kuma yanxu tanada tsohon cikin saiyafi awa daya yana tsotan kirjinta shine take neman shawara inda matsala xata daina yadda inba matsala kuma falillahil hamdi dan allah kufada mata amsa tagumi xaman jira banda zaki ko bakar magana pls,Neutral,Hausa,social,,,Facebook
"We still have some dozens of it 😂🤣.. Kowa sai ya samu.

Gadon gadon🤣..

When my sister got married aka dibar ma ta na ta kason.

Har da wani mai Murtala",Neutral,Engausa,social,,,Facebook
duk Wanda yazo Midia ya zageka karkai kasa aguiwa shima kacemai da ubansa da uwassa da kakanninsa na uwa da uba da danginshi maza da mata rayayyu da matattu sunci kutumar ubansu ka,Negative,Hausa,social,"uwassa, kutumar ubansu",,Facebook
"That’s it!!! I am starting a relationship program.

A lot of our sisters/ brothers are just fumbling.
Ya za a yi ace wai matar mutum baza ta iya kalon shi ta rike masa hannu ta mishi magana ba?
How would he know what’s going on if you don’t communicate it to him?
Men don’t read minds.",positive,Engausa,social,,,Facebook
"16-08-2022 BIDDING
Maaikatar Ilmi ta jihar Jigawa ta gudanar da bikin tayin bada kwangila na manyan aiyuka na 2022
A jawabinta wajen bude bikin tayin bada kwangilar, babbar sakatariyar maaikatar , Hajia Safiya Muhammad tace za a gudanar da aiyukan ne domin bunkasa harkokin ilmi da kuma inganta koyo da koyarwa a makarantu
Ta yi kira ga yan kwangilar da zasu sami nasara, dasu gudanar da aiyuka masu inganci kuma akan lokaci
A nasa jawabin mataimakin Daraktan aiyuka na maaikatar , Injiniya Kailu Aliyu yace aiyukan sun hadar da gina rukunin ajujuwa da kewaye makarantu da gyaran ajujuwa da tona fanfunan tuka tuka da shaguna da kuma bandakuna
A jawabansu daban daban wakilan hukumar tantance aiyukan kwangila Aminu Garba da kuma na maaikatar sharia Injiniya r Aliyu Abdullahi sun yaba da yadda tsarin bada aiyukan kwangilar ya gudana tare yin kira ga yan kwangilar su kiyaye da dokoki da kuma kaidojin gudanar da aiyukan kwangila",positive,Hausa,education,,,Facebook
alhamdulillah alah qulli haleen allah karawa annabi daraja allah yasa mudace duniya da lahira,positive,Hausa,religious,,,Facebook
Aslm gafa Kayan promo ga sauqi ga kwari da aminci tea flask 10k food flask 2k Roba 800 botiki 700 kofin dibar ruwa 250 Kano nake 08145305833,neutral,Engausa,business,,,Facebook
Hoton yai min kyau,neutral,Hausa,,,,Facebook
"Wata baiwar Allah ta bayar da Zakkar Miliyan Daya, wata kuma 70k, sun ce a raba jarin 20k ga iyayan marayu, za mu raba a jahohi 4 Insha Allah akan tsohon tsarinmu, Allah ya biyasu.",positive,Hausa,social,,,Facebook
"MALARIA 
----------------

MALARIA: Wannan wani rashin lafiya ne da ake samunsa sanadiyyar cizon macen sauro, wadda take sakawa mutum kwayoyin cuta a cikin jini.

A na samun cutar ne a sanadiyar kwayoyin cutar da macen sauro ke zubawa mutum acikin jini.

KWAYOYIN CUTAR DA SUKE KAWO MALARIA :

1- P falciparum
2- P Vivax 
3- P ovalae
4- P malarias
5- P knowlesi

Amma amfi samun p falciparum a Nigeria shi yasa mafi yawan magani da ake amfanida shi na malaria a Nigeria ACT ne .

GA WASSU DAGA CIKIN ALAMUN MALARIA :

1- Zazzabi
2- Ciwon kai
3- Tashin Zuciya
4- Amai
5- Gudawa
6- Ciwon jiki
7- Atini
8- Dachin Baki
9- Rashin Cin Abinci
10- Rashin Karfin jiki.
11- Kasala
12- mutun yaji ya rasa abinda yake masa dadi.

GA WASSU DAGA CIKIN MUTANE IDAN MALARIA TAKAMASU RAYUWARSU TANA CIKIN HATSARI :

1- Mace Mai Ciki
2- Yara Kanana
3- Masu cutan Sickler

1- Malaria A Mace mai ciki Yakan kawo mata :

A- Haifan Macaccen jariri
B- Yakan Zubar mata da ciki.
C- Yakan Kawo Haihuwan Bakwaini .
D- Yakan Kashe Uwar Da Yaron Gabaki Daya.

YA AKE GANE MUTUM YANA DAUKE DA KWAYAR CUTAR MALARIA :

Ana gane malaria ne ta hanyoyi guda biyu wanda dukkansu jini ake gwadawa, sune :

1- RDTs Malaria test
2- Microcopy Malaria test

MATSALOLIN DA MALARIA YAKE KAWOWA ( COMPLICATION OF MALARIA ) 

1- Rashin jini a jiki 
2- Matsalar kwakwalwa
3- matsalar Ciwon zuciya
4- Matsalar huhu da oda
5- Kumburi ko fashewar spleen .
6- Yana saukan da suga ( Hypositiveglycemia)

KARIYA DA KAMUWA DA CITON MALARIA :

1- SPAQ (sulfadoxine-pyrimethamine + amodiaquine) wannan wata magani ce wanda ake bawa yara kanana masu watanni 3 zuwa 59 domin kariya daga cutar malaria.

Kungiyoyin lafiya ta cikin gida da ta dubiya sun dauki nauyin bada wannan maganin kyeuta a Najeriya duba da yanayin yadda rayuwar yara kanana take shiga hatsari idan suka kamu da Malaria.

Ana bada maganin lokocin da ruwa yafara sauka wato sakanin July da October domin itace lokocin akafi samun ciwon Malaria.

Note: 

1- Yaro mai zazzabi ba'a bashi
2- Yaron da yasha septrin ba'a bashi
3- ba'a hadashi da ko wacce irin maganin malaria.

2- Fansider (sulfadoxine-pyrimethamine) ita ma wata magani ne wanda ake bawa mata masu juna domin kariya daga cutar Malaria.

Ana bada maganin ne da zarar mace cikin ta yakai watanni hudu ( 16weeks), sannan abada 2nd dose a 20 - 22 weeks sannan a bada 3rd dose a 26 weeks ( akalla ana so a samu tazarar sati 4 sakanin ko wacce dose).

3- Akoi sauran magunguna da ake amfani da shi domin kariya daga malaria kamar su:
- Proguanil
- Doxycycline
- Daraprim
- da sauran su

4- Sauran hanyoyin sun hada da:

- Shiga gidan sauro.
- Daina Barin ciyawa cikin gida .
- kiyaye tsabtan muhalli da ta bayan gida dan kada sauro su samu wurin zama.
- Kwashe shara akai akai kada abari yataru a gida.

MAGANIN ZAZZABIN CIZON SAURA :

Maganin zazzabin cizon sauro shine duk sanda akayi rashin lafiya a ziyarci asibity domin a tabbatar da shi daganan likita yabada magani .

IDAN NAJI ZAZZABI ZAN IYA SHAN COATEM ???

A,a baza kasha ba sabida shan magani barkatai yana da illa , kuma an hana shan maganin nalaria batareda an aunaka an tabbata kanada malarian ba .

Mafita shine idan kaji wayennan alamomi kaje asibity mafi kusa da kai domin ba malaria kadai bane yake kawo wadannan alamomin ba .

Lafiya uwar jiki",positive,Engausa,health,,,Facebook
"AsslmAlykum
Hide my I'd and approved my positivest urgently
Dan Allah masana da teachers din gidan nanba taimakamin da yadda ake rubuta 6step lesson plan",neutral,Engausa,education,,,Facebook
"KO KUN SAN CEWAR: Alhaji. Ahmad Idris ne tsohon Akanta Janar na Najeriya tareda matasa ƴan jihar Kano da ya samawa aikin ɗamara, Kuma an ce dukkanin su ba dangin iya ba na Baba.

Tabbas ya yi ƙoƙarin sosai domin irin su aka rasa a cikin al'umma, Allah Ta'ala ya saka masa da alkairi ya ƙaro mana irin su.

DAGA Anas Saminu Ja'en",neutral,Hausa,social,,,Facebook
Meyasa yawancin relationship with English Conversation baya lasting a Cikin Hausawa?,neutral,Engausa,social,,,Facebook
"Assalamualaikum, Malama Sannu da Kokari , don Allah wannan Tunatarwa ne Me Muhaimmanci game da Matan Zamani Akan Saduwa da Mazajen Su. Zakiga Mata dayawa A Yanzu bazasu Sadu da Mazansu ba Sai Sunga dama . Ko Suce Sun gaji ko kuma ma ace Kabari Sai gobe Ko idan Ka Nace Abaka Yi Ka tashi . A gaskiya Mata Su Sani Cewa wannan Yana Kawo Barazana Sosai ga Namiji . Idan Miji baida tsoron Allah nan Zai Auri ( Zina ) Ko ya fata tunanin biyan Bukatar A waje . Kuma Mata Su Sani Cewa Yanda Rayuwa Yayi tsada Yanzu Gami da hawa-Hawan Kayan Abinci , Maza suna Kokari , Kiga namiji Hurjan-Jan Ya fita domin nemo ma Iyalin abinci ta yadda Za'a Rayu Komai ba'a Rasa ba cikin Aminci , wasu Mazan Ma harda yin abunda ba Hurumin Su bane na Maganan Kyautata ma iyalan Su , Amma dare Yayi saikaji mace tace wai ita ta Gaji . Ko Kuma abari da safe ita da Daddare Bacci takeji . Saboda Allah idan Kai ba Mazinaci bane Yaya Zakayi ? Wasu Kanyi amfani da Sabulu ta yadda Zasuyi inzali Amma A'i Kinga duk dai Haramun ne . Don Allah irin wannan Matan su chanza tunanin Su duk da dai idan dadi wani lokaci Yayima mace Yawa haka suke Zama Wasu Amma akwai hakki domin hakan Zakiga namiji Ya Kasa bacci cikin tashin hankali Sukuwa Suyi baccin Su ko'a jikin Su bayan ance Mala'iku ma Suna fushi dasu akan Hakan . Du Allah Kiyi musu Gargadi domin Maza dayawa Suna fuskantar wannan Matsala , Wanda Allah Ya Kare Yacigaba da hakuri Wanda Shedan Ya Rinjaye kuma Yacigaba da Zina ita kuma macen ta kasance kullum cikin infection tunda ya fara Zina . Wani Lokacin idan Kacema Matar taka tazo Koda tace ta Gaji Zaka bata Kudi Saita taso da gudu tayi Maka yadda Kakeso Kaman wasu Karuwai Kuma ba Sabon Aure ba watakil harda Yara 😥 Allah dai Shi Kyauta . Hide My I.D Pls. Nagode .",positive,Hausa,social,,,Facebook
